03-10 23:51:30.877   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  I     PtpConnectionManager [writeData] 准备发送 30 字节
03-10 23:51:30.882   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  I     PtpConnectionManager ✅【writeData】数据发送成功
03-10 23:51:30.882   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  I     PtpConnectionManager [sendInitCommandRequest] ✅ 数据发送成功，等待 Init_Command_Ack...
03-10 23:51:30.882   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  I     PtpConnectionManager [sendInitCommandRequest] 开始读取响应...
03-10 23:51:30.882   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  I     PtpConnectionManager [sendInitCommandRequest] 第一步：读取包头（8字节）...
03-10 23:51:30.882   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  I     PtpConnectionManager [readBytes] 开始读取 8 字节，当前缓存 0 字节...
03-10 23:51:30.882   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  I     PtpConnectionManager [readBytes] 已订阅 message 事件，等待数据...
03-10 23:51:30.906   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  I     PtpConnectionManager [readBytes] ✅ 成功读取 8 字节，剩余缓存 48 字节
03-10 23:51:30.906   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  I     PtpConnectionManager [sendInitCommandRequest] 包头解析：length=56, type=2
03-10 23:51:30.906   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  I     PtpConnectionManager [sendInitCommandRequest] 第二步：读取包体（48字节）...
03-10 23:51:30.906   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  I     PtpConnectionManager [readBytes] ✅ 直接从缓存读取 48 字节，剩余缓存 0 字节
03-10 23:51:30.906   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  I     PtpConnectionManager [sendInitCommandRequest] ✅ 完整 Init_Command_Ack 包接收：56 字节
03-10 23:51:30.906   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  I     PtpConnectionManager ✅【sendInitCommandRequest】收到 Init_Command_Ack，握手成功！
03-10 23:51:30.906   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  I     PtpConnectionManager ✅ Nikon ZF 相机已接受连接
03-10 23:51:30.906   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  I     PtpConnectionManager 【sendInitCommandRequest】Connection Number(偏移8)=2
03-10 23:51:30.906   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  I     PtpConnectionManager 【sendInitCommandRequest】相机返回的 Connection Number: 2
03-10 23:51:30.906   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  I     PtpConnectionManager ✅【sendInitCommandRequest】握手完成，Connection Number=2
03-10 23:51:30.906   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  I     PtpConnectionManager 【sendInitCommandRequest】命令连接已稳定；OpenSession 将使用本地固定 PTP Session ID，事件连接将使用 Connection Number
03-10 23:51:30.906   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  I     PtpConnectionManager [STEP 4 返回] sendInitCommandRequest 结果：成功 ✅
03-10 23:51:30.906   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  I     PtpConnectionManager ✅【STEP 4 成功】PTP/IP 握手完成，相机已接受连接
03-10 23:51:30.906   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  I     PtpConnectionManager 
                                                                                               ✅【PtpConnectionManager】TCP 命令连接阶段完成
03-10 23:51:30.906   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  I     PtpConnectionManager [connect] 跳过初始事件连接，先保持命令连接稳定；待 OpenSession 成功后再尝试建立事件连接
03-10 23:51:30.906   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  I     PtpConnectionManager 
                                                                                               ✅【PtpConnectionManager】握手完成，准备打开 PTP 会话
03-10 23:51:30.907   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  I     PtpConnectionManager ==========================================
03-10 23:51:30.907   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  I     PtpClient 【PtpClient】connect() 返回，结果：成功
03-10 23:51:30.907   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  I     PtpClient ✅ 【PtpClient】TCP 连接成功：192.168.1.1:15740
03-10 23:51:30.907   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  I     PtpClient 【PtpClient】步骤 2: 打开 PTP 会话...
03-10 23:51:30.907   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  I     PtpClient 【PtpClient】准备调用 openSession(1)，握手 Connection Number=2...
03-10 23:51:30.907   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  I     PtpConnectionManager 【PtpConnectionManager】==========================================
03-10 23:51:30.907   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  I     PtpConnectionManager 【PtpConnectionManager】打开 PTP 会话 (ID=1)
03-10 23:51:30.907   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  I     PtpConnectionManager 【PtpConnectionManager】==========================================
03-10 23:51:30.907   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  I     PtpConnectionManager 【PtpConnectionManager】发送 OpenSession 命令 (0x1002)...
03-10 23:51:30.907   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  I     PtpConnectionManager [writeData] 准备发送 22 字节
03-10 23:51:30.909   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  I     PtpConnectionManager ✅【writeData】数据发送成功
03-10 23:51:30.909   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  I     PtpConnectionManager [readResponse] 开始读取响应...
03-10 23:51:30.909   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  I     PtpConnectionManager [readResponse] 读取 8 字节 PTP/IP 包头...
03-10 23:51:30.909   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  I     PtpConnectionManager [readBytes] 开始读取 8 字节，当前缓存 0 字节...
03-10 23:51:30.909   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  I     PtpConnectionManager [readBytes] 已订阅 message 事件，等待数据...
03-10 23:51:35.910   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  E     PtpConnectionManager [readBytes] ❌ 读取超时：期望8字节，当前缓存0字节
03-10 23:51:35.911   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  W     PtpConnectionManager ⚠️ 【PtpConnectionManager】首次 OpenSession 未收到响应，尝试先建立事件连接后重试：{}
03-10 23:51:35.911   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  I     PtpConnectionManager 【connectEventConnection】开始建立事件连接...
03-10 23:51:35.911   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  I     PtpConnectionManager [connectEventConnection] 连接到 192.168.1.1:15741
03-10 23:51:35.911   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  I     PtpConnectionManager [connectEventConnection] 等待 500ms 确保命令连接稳定...
03-10 23:51:36.450   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  E     PtpConnectionManager ❌【connectEventToHost】事件连接错误：{"code":2301115,"message":"Operation in progress"}
03-10 23:51:36.450   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  E     PtpConnectionManager ❌【connectEventConnection】连接失败：{"code":2301115,"message":"Operation in progress"}
03-10 23:51:36.450   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  W     PtpConnectionManager ⚠️【connectEventConnection】事件连接失败，但将继续尝试连接
03-10 23:51:36.450   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  I     PtpConnectionManager 【PtpConnectionManager】发送 OpenSession 命令 (0x1002)...
03-10 23:51:36.451   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  I     PtpConnectionManager [writeData] 准备发送 22 字节
03-10 23:51:36.457   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  I     PtpConnectionManager ✅【writeData】数据发送成功
03-10 23:51:36.457   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  I     PtpConnectionManager [readResponse] 开始读取响应...
03-10 23:51:36.457   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  I     PtpConnectionManager [readResponse] 读取 8 字节 PTP/IP 包头...
03-10 23:51:36.457   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  I     PtpConnectionManager [readBytes] 开始读取 8 字节，当前缓存 0 字节...
03-10 23:51:36.457   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  I     PtpConnectionManager [readBytes] 已订阅 message 事件，等待数据...
03-10 23:51:41.459   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  E     PtpConnectionManager [readBytes] ❌ 读取超时：期望8字节，当前缓存0字节
03-10 23:51:41.459   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  E     PtpConnectionManager ❌ 【PtpConnectionManager】打开会话异常：{}
03-10 23:51:41.459   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  I     PtpClient 【PtpClient】openSession 返回，结果：失败
03-10 23:51:41.459   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  E     PtpClient ❌ 【PtpClient】PTP 会话打开失败
03-10 23:51:41.459   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  I     PtpConnectionManager 断开 PTP/IP 连接
03-10 23:51:41.466   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  I     PtpConnectionManager 连接已断开
03-10 23:51:41.466   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  E     CameraUtils ❌ 【PTP/IP】CameraUtils - 相机连接失败
03-10 23:51:41.466   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  E     PtpConnectionManager ❌【PTP/IP】相机连接失败
03-10 23:51:41.466   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  E     PtpConnectionManager ❌【PTP/IP】手动连接失败：连接失败：相机无响应
03-10 23:51:41.466   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  I     PtpConnectionManager 连接状态更新：未连接, 连接失败：相机无响应
03-10 23:51:41.466   41794-41794   A03D00/com.lin...otosend/JSAPP  com.lingyu.photosend  I     HomePage 收到连接状态更新：state=false, message=连接失败：相机无响应
